NAME	TITLE	SCORE	
HAPLN3	na	0.01545317	
OR5I1	na	0.015452833	
RN7SL147P	na	0.015449226	
DQX1	na	0.015447547	
AP1AR	na	0.015445128	
AL161636.1	na	0.015437797	
TBC1D3P2	na	0.0154371485	
AL121949.1	na	0.015435192	
MIR4653	na	0.015434656	
RN7SL462P	na	0.015434548	
ACE3P	na	0.015419708	
CHP2	na	0.015416691	
AL049649.1	na	0.0154153975	
MIR4655	na	0.015409264	
SLC9A7	na	0.015407476	
AC009086.2	na	0.015406188	
KCTD17	na	0.015400232	
TRAV8-6	na	0.015397926	
ASB10	na	0.015393148	
SESN2	na	0.015391703	
AC046185.3	na	0.015389583	
FTH1P22	na	0.015385779	
AC128676.1	na	0.015385757	
AC116036.2	na	0.015385611	
AL161785.2	na	0.015385219	
VTA1P2	na	0.015380705	
KANK2	na	0.015380154	
AP004247.2	na	0.015379872	
RFESD	na	0.015375023	
AC100757.1	na	0.015374403	
EBLN1	na	0.015368525	
AC006037.2	na	0.015367335	
AC092811.1	na	0.015366275	
PIK3R3	na	0.01536553	
GINS3	na	0.01536312	
CFTR	na	0.015361442	
B3GNT3	na	0.015360662	
MIR3189	na	0.015354379	
KRTAP4-3	na	0.015353078	
RBM20	na	0.0153472405	
AL355379.1	na	0.015338047	
AL133216.2	na	0.015331877	
GPR156	na	0.015330632	
UHRF2	na	0.015319286	
TMEM185AP1	na	0.015316079	
KRT17P4	na	0.0153152365	
ZNF219	na	0.015314783	
ADRB1	na	0.015313447	
AC078820.1	na	0.015300189	
ANLN	na	0.015299978	
AP001496.2	na	0.015297226	
RN7SL98P	na	0.015284445	
KISS1R	na	0.015282857	
OR10AE3P	na	0.015282333	
PLEKHN1	na	0.015276931	
AC004836.1	na	0.015274209	
RNU6-1172P	na	0.015272848	
CTAGE14P	na	0.015271634	
AC015726.2	na	0.015268793	
C1GALT1	na	0.015262428	
AC026410.2	na	0.01525693	
CR381572.2	na	0.015256424	
IGHV3-16	na	0.015255014	
TMEM138	na	0.015241605	
RN7SL88P	na	0.015238684	
ITGA7	na	0.015227976	
NCOA5	na	0.015225318	
MIR3181	na	0.015219272	
AC060834.1	na	0.015218081	
AC137735.1	na	0.015215859	
PLOD3	na	0.015208508	
RN7SL720P	na	0.015206528	
AL355922.3	na	0.0152033875	
CCT7	na	0.0151927285	
EPS15L1	na	0.015182381	
AC078886.1	na	0.015172426	
HTR3E-AS1	na	0.015169939	
CSTF2	na	0.015169736	
AC006539.1	na	0.015169608	
RPL7P54	na	0.015166499	
LINC01899	na	0.015161112	
NKX3-1	na	0.01514924	
RNF25	na	0.01514849	
HEXA	na	0.015140534	
TNFSF10	na	0.015139119	
RBM22P5	na	0.015138688	
CROCCP5	na	0.015130559	
LYVE1	na	0.0151303485	
AC096888.1	na	0.015129005	
AC112242.1	na	0.015127899	
AC004832.1	na	0.015124424	
AC005387.2	na	0.015123844	
MIR891A	na	0.015123466	
LINC02354	na	0.015120625	
IGHV3OR16-6	na	0.015119609	
GTF2IP2	na	0.0151194185	
GAPDHP29	na	0.015112512	
OGG1	na	0.015110947	
AP001271.1	na	0.015110596	
CASP4	na	0.01510695	
E2F4	na	0.015099892	
CHRDL2	na	0.015099093	
AC068987.1	na	0.015098239	
TMEM219	na	0.0150960535	
RNF34	na	0.0150942	
AC018638.6	na	0.015093721	
SHMT1P1	na	0.015093467	
MST1	na	0.015090805	
LINC00430	na	0.015088579	
MYT1L-AS1	na	0.015081595	
MZB1	na	0.015080901	
KCNJ14	na	0.015080856	
HNRNPA1P55	na	0.015077581	
SLC6A7	na	0.015071568	
CIAO2A	na	0.015066935	
AC091153.4	na	0.015064638	
PRADC1P1	na	0.015062872	
CLCP1	na	0.015053368	
CERNA3	na	0.015053277	
AL162430.1	na	0.015043145	
SOX30	na	0.015038431	
CHRFAM7A	na	0.015037716	
HOXA-AS3	na	0.015027025	
TOLLIP-AS1	na	0.015021251	
ADGRE4P	na	0.015015488	
RPF2P1	na	0.015014817	
AL357514.1	na	0.01500697	
PEX1	na	0.015003942	
TMEM17	na	0.015003731	
RNU6-512P	na	0.015001361	
LINC02400	na	0.015001071	
AL139824.2	na	0.015000312	
AC084754.1	na	0.014972243	
AC009220.1	na	0.014971201	
UBTFL9	na	0.014968788	
ZNF705G	na	0.014958276	
AP002991.1	na	0.014957046	
AC092625.1	na	0.014956232	
MBOAT7	na	0.014953877	
NCF1C	na	0.014935887	
LINC02580	na	0.014933794	
RUVBL1	na	0.014930329	
AHSA1	na	0.014928754	
GGA2	na	0.014921986	
SGTB	na	0.014920154	
LINC01637	na	0.014916298	
CACNA1F	na	0.014912473	
RNU6-103P	na	0.014909674	
TACC1P1	na	0.014905844	
TMEM38B	na	0.014904019	
DENR	na	0.014902402	
AP002370.1	na	0.014901302	
NPIPB13	na	0.014899838	
RN7SL110P	na	0.014898561	
C1orf229	na	0.014895318	
SNORD115-23	na	0.01489053	
RPS4XP10	na	0.0148832975	
UPK2	na	0.014879286	
MED14P1	na	0.014879058	
MTATP6P17	na	0.0148776015	
RNU6-524P	na	0.014876764	
PCNX3	na	0.014874694	
LINC02253	na	0.014868427	
SMAP2	na	0.0148682045	
EIF2S2	na	0.014866348	
SAGE4P	na	0.014862228	
AC004158.1	na	0.014861423	
AC147055.4	na	0.014860838	
TNRC18P3	na	0.014855118	
C6orf52	na	0.014854741	
BMT2	na	0.014850671	
AC027307.2	na	0.014846043	
CCDC148	na	0.014845363	
RN7SKP209	na	0.014844261	
SBK3	na	0.014843957	
SEC22C	na	0.014826757	
VPS28	na	0.014825329	
RNF175	na	0.014824367	
LINC02333	na	0.014820203	
AL606763.1	na	0.014818965	
ASNSP6	na	0.014817234	
RNA5SP456	na	0.014811317	
AC027288.1	na	0.014804616	
OR51B2	na	0.014804449	
AC008802.1	na	0.014803982	
SEC24B	na	0.014803759	
IMPDH2	na	0.014798768	
NDUFS5P5	na	0.014791342	
LINC00862	na	0.014785856	
TUBB8P3	na	0.014785104	
MRPL45P1	na	0.014778815	
BRPF1	na	0.014774086	
DLX2-DT	na	0.014773952	
MXRA7	na	0.014773339	
ZNF530	na	0.014770698	
FXYD6	na	0.014770496	
AP004607.3	na	0.014760847	
RN7SL259P	na	0.014757619	
AC027088.2	na	0.014751768	
RNU6-584P	na	0.014734345	
NFE2L2	na	0.014731449	
RIPK3	na	0.014726327	
KRTAP5-6	na	0.0147256395	
CHURC1	na	0.014720852	
CCDC148-AS1	na	0.014718784	
C6orf47	na	0.014718125	
RNU6-609P	na	0.014714123	
AC073387.2	na	0.014710774	
KIZ	na	0.014710711	
HYAL6P	na	0.014708336	
LINC00518	na	0.0147025045	
MIR132	na	0.014699234	
RN7SL230P	na	0.014691984	
PTPN7	na	0.014688211	
ZW10	na	0.014686142	
MEGF10	na	0.014681796	
CACFD1	na	0.014680272	
RBM15-AS1	na	0.014673819	
AGGF1P8	na	0.014670493	
MAGEA2	na	0.014666615	
AC007458.1	na	0.014656871	
RELCH	na	0.014645664	
TXNP7	na	0.014641273	
TATDN1	na	0.014640799	
LYRM2	na	0.014638498	
MYEOV	na	0.014637609	
AC098649.1	na	0.014636806	
SLC1A3	na	0.014635591	
MIR4287	na	0.014628683	
TMEM164	na	0.014628652	
AL031651.1	na	0.014626274	
LINC02471	na	0.014620629	
PLGRKT	na	0.01461564	
KPTN	na	0.014601986	
AC020658.2	na	0.014601332	
AL139397.2	na	0.0145996725	
RPL7P58	na	0.014596641	
AJAP1	na	0.014588488	
RPS17P1	na	0.014578658	
TMEM167B	na	0.014578334	
MIRLET7I	na	0.014575144	
NAT9	na	0.014570598	
AC011247.3	na	0.014564465	
CCL8	na	0.014560615	
AC069307.1	na	0.014559824	
AC087672.1	na	0.014556988	
RN7SL379P	na	0.014556945	
RPL17P34	na	0.014555343	
AC104076.1	na	0.014553302	
RN7SL392P	na	0.0145507045	
CAD	na	0.014548699	
ADAM19	na	0.014548221	
TBC1D3K	na	0.014546979	
STX17-AS1	na	0.014545631	
AC073525.1	na	0.014542731	
PRSS22	na	0.014540346	
TRABD	na	0.014538351	
AC092104.1	na	0.014527912	
AL357075.1	na	0.014522943	
AC114296.1	na	0.014515962	
AC117532.1	na	0.014514856	
FSD2	na	0.014514251	
ATP5F1EP2	na	0.014512613	
OR9G4	na	0.014506071	
RNU6-270P	na	0.014503515	
PSMD10	na	0.014498758	
CES3	na	0.014494472	
SEPHS1P6	na	0.014490517	
BCORL1	na	0.014490309	
AP003032.1	na	0.014490281	
AF038458.2	na	0.014480292	
ETFB	na	0.014474682	
AL078595.1	na	0.014472962	
CHIA	na	0.014471247	
RNU6-246P	na	0.014464434	
AC010531.2	na	0.014464419	
DEFB115	na	0.01446066	
ADORA2B	na	0.014454265	
AC026347.1	na	0.014450608	
AC107934.1	na	0.014443783	
ZBED1	na	0.014442345	
AC073136.2	na	0.014426141	
AL160275.2	na	0.014424297	
FAM149B1P1	na	0.014418134	
AC011979.1	na	0.014417912	
PEG10	na	0.014417902	
PCSK1	na	0.014406941	
PPIAP19	na	0.014402068	
LARP7P3	na	0.014396305	
AL024509.2	na	0.014387554	
UQCC1	na	0.014370439	
C11orf98	na	0.014368607	
AP005060.1	na	0.014363165	
S100A7	na	0.014361632	
MYO1F	na	0.014361233	
UQCRC1	na	0.014360417	
AC074194.1	na	0.014353388	
B3GNT10	na	0.014350178	
AL445430.2	na	0.014348272	
RNU6-654P	na	0.014348025	
FTH1P19	na	0.014339681	
LINC01594	na	0.014338205	
AL080285.1	na	0.014336788	
CFHR1	na	0.01432255	
DDT	na	0.014318685	
AC114940.1	na	0.014318427	
AC068672.1	na	0.014309682	
LINC01990	na	0.0143089425	
METTL2A	na	0.014308217	
AC138304.1	na	0.014292461	
LINC01508	na	0.014287955	
RPS27	na	0.014284773	
MRPL17	na	0.014278559	
AC119428.1	na	0.014277312	
OR8R1P	na	0.014267238	
ITM2A	na	0.014264382	
AC003688.2	na	0.014263626	
RN7SL253P	na	0.014256845	
AL158209.2	na	0.014250099	
AC079922.1	na	0.014248904	
ABCG4	na	0.014244404	
LYSMD3	na	0.01423903	
ZNF639	na	0.014234718	
LYPD1	na	0.014228667	
RNU7-82P	na	0.01422063	
TMLHE	na	0.014218737	
TMIE	na	0.01421211	
KCNC3	na	0.0142084425	
IGKV3-11	na	0.014207451	
BMS1P15	na	0.0142048085	
AC009041.2	na	0.01420172	
TIMM10	na	0.014195451	
ANKRD63	na	0.014181406	
PKMP4	na	0.014174117	
AL589678.1	na	0.014172984	
RBMXL1	na	0.014171046	
CHAC2	na	0.014170552	
FAM187B	na	0.014169506	
AL034379.1	na	0.014166495	
AP005019.1	na	0.014166304	
SIGLEC16	na	0.014165044	
MIR200A	na	0.014159902	
CPDP1	na	0.014158134	
ATP8B5P	na	0.014157844	
RFLNA	na	0.014155958	
AL935212.3	na	0.014152272	
LINC00278	na	0.014151798	
PCDH1	na	0.014151311	
DRG1	na	0.014145773	
RPL35AP3	na	0.014140722	
CPNE8	na	0.014135783	
AC091825.1	na	0.014135516	
TENT5B	na	0.0141354455	
AC120498.7	na	0.014123167	
TANGO6	na	0.014117755	
LONP1	na	0.014112894	
BCAR1P2	na	0.014111829	
AL157871.6	na	0.014110393	
PTCHD3	na	0.0141082015	
GAPDHP64	na	0.0141040245	
LINC02057	na	0.014099866	
DHFR2	na	0.0140997805	
FOXQ1	na	0.014099299	
SLC9B1P4	na	0.014096339	
RNU6-159P	na	0.014089382	
BICC1	na	0.01408836	
CIAPIN1P	na	0.014084946	
AC100849.1	na	0.014069622	
ADRB2	na	0.014065653	
RN7SL735P	na	0.01406303	
SIRPD	na	0.014056847	
RNA5SP396	na	0.01405242	
PTPA	na	0.014051156	
RPL5P10	na	0.014047624	
FOXL1	na	0.014046252	
AC006970.1	na	0.014045088	
SPRY2	na	0.014044852	
KRT73-AS1	na	0.014039277	
AC009365.1	na	0.014038287	
BTF3P1	na	0.014023509	
C10orf55	na	0.014021643	
AGAP12P	na	0.014019644	
SLA	na	0.0140185915	
KCNMB2-AS1	na	0.014013764	
AC096577.1	na	0.014008442	
ZNF275	na	0.014007706	
AL035443.1	na	0.014006079	
ATP5MC2	na	0.014004516	
PSMD10P2	na	0.013999415	
EDN3	na	0.0139976805	
NUP85	na	0.013992285	
GGT6	na	0.013989863	
AC010409.2	na	0.013982458	
CERS1	na	0.013975522	
MMP1	na	0.013973483	
AL035250.2	na	0.013962633	
BORCS8	na	0.013959343	
MRPL33	na	0.013958871	
ACSM2B	na	0.013937589	
AGPAT5	na	0.013937132	
AC140481.1	na	0.013935611	
ZNF962P	na	0.013935167	
AC027031.2	na	0.01393022	
AL121885.1	na	0.013928479	
RN7SL571P	na	0.013928282	
CLEC14A	na	0.0139177395	
PRSS23	na	0.013911087	
LRRC3	na	0.013910718	
GRIN3A	na	0.013909339	
ACSM6	na	0.013896479	
IFT22	na	0.013895757	
AL033397.1	na	0.013891379	
LRRC9	na	0.013889138	
OXLD1	na	0.01388708	
AL353681.1	na	0.013882862	
AP005205.3	na	0.013877028	
RPS25	na	0.013876937	
RPL31P12	na	0.013870838	
AC093484.4	na	0.0138613265	
RNU6-148P	na	0.013859029	
FAR1P1	na	0.013850566	
DMAC2	na	0.013849624	
PFDN4	na	0.01384633	
LINC01753	na	0.0138360895	
HMX2	na	0.013833602	
MRTFA	na	0.013832852	
OR8B1P	na	0.013832529	
SALL4	na	0.013831421	
MSC-AS1	na	0.013817324	
AL132640.2	na	0.013813044	
LAT	na	0.013807591	
ZNF133	na	0.013799072	
NLK	na	0.013798745	
AVPR1B	na	0.0137974005	
POU3F1	na	0.013796367	
APOBR	na	0.01379339	
TMEM131L	na	0.013785936	
MID1IP1-AS1	na	0.013783889	
DBF4	na	0.01378275	
RNU6-1109P	na	0.013782585	
GOLGA6L2	na	0.01377776	
NTN4	na	0.013776401	
RPS15AP24	na	0.013772864	
RNU6-1277P	na	0.013759005	
HOXA7	na	0.013750877	
SOCS6	na	0.013748913	
MTND5P4	na	0.013739157	
RNU6-1012P	na	0.013737129	
GPR150	na	0.013736497	
AL359752.1	na	0.013733433	
HMGN2P41	na	0.013731552	
KRTAP12-4	na	0.013731499	
AL359396.1	na	0.013730629	
LINC02138	na	0.013723563	
AC068389.2	na	0.013719654	
AP000350.3	na	0.013718942	
SNORA41B	na	0.013717557	
RHBDD2	na	0.013714081	
CDK2	na	0.013712666	
TMEM238	na	0.013710374	
MAML1	na	0.013704362	
AC079942.1	na	0.01370372	
AL035078.3	na	0.013702821	
TMEM106C	na	0.013698695	
RN7SL833P	na	0.013698471	
AP002001.2	na	0.013696803	
BAK1	na	0.0136812255	
MESTP4	na	0.013680249	
AC026956.1	na	0.013676586	
VSIR	na	0.013675735	
RGS13	na	0.0136736045	
HMGB1P49	na	0.013667547	
AC113383.1	na	0.01365973	
AC023669.2	na	0.013653081	
SARM1	na	0.013646669	
IL21-AS1	na	0.013641131	
AL354824.2	na	0.013634898	
RN7SL122P	na	0.013633373	
RGMB	na	0.013632095	
NUP88	na	0.0136308	
AC091152.4	na	0.013629017	
PNLIPRP3	na	0.013628616	
AC064805.2	na	0.013622982	
FFAR1	na	0.013622436	
ACRBP	na	0.013622072	
SINHCAF	na	0.013621808	
MIR6792	na	0.013619658	
CD38	na	0.013617687	
MIR4739	na	0.013611762	
SLC9C2	na	0.013610282	
AC084361.1	na	0.013594845	
GFI1	na	0.013594281	
NQO1	na	0.013587534	
OXCT1	na	0.013579228	
GAMTP2	na	0.0135788135	
ACVRL1	na	0.013578173	
AC083799.1	na	0.0135749215	
CST5	na	0.013569547	
NPC2	na	0.013564009	
RNF166	na	0.013559386	
GRAMD4P7	na	0.013558732	
TCP10L2	na	0.013556751	
TNFRSF4	na	0.013556633	
AP002383.3	na	0.013555928	
AC159540.1	na	0.013554771	
AC073114.1	na	0.013552109	
MIR146B	na	0.013549667	
HOXC-AS2	na	0.013549536	
FOXP3	na	0.01353916	
DLX6-AS1	na	0.013538519	
TRBV6-4	na	0.013536995	
AL355375.1	na	0.013536078	
VASP	na	0.01353465	
CAMKK1	na	0.013523279	
APLN	na	0.013522846	
RNU6-555P	na	0.013521512	
RN7SKP111	na	0.013520468	
CDIPT	na	0.013519151	
AL157702.1	na	0.013514927	
STAT5A	na	0.013512767	
AL353780.1	na	0.013510656	
TIFAB	na	0.013510181	
MIR302D	na	0.01349254	
SP2	na	0.013489045	
SULT1A2	na	0.013483996	
SMIM24	na	0.013482865	
NANOS1	na	0.013482322	
AL590682.1	na	0.013481893	
AP002008.2	na	0.013481483	
AC130509.1	na	0.013479385	
AC100818.1	na	0.013479107	
RWDD2A	na	0.013474885	
TRBV5-1	na	0.013472767	
PECR	na	0.013472641	
LINC00658	na	0.013462876	
RNU6ATAC11P	na	0.013462267	
AL121579.1	na	0.013456828	
OFD1P4Y	na	0.013454172	
GOLGA2P8	na	0.01343857	
CLPTM1L	na	0.013433063	
TUFM	na	0.013432191	
PXN-AS1	na	0.0134318555	
FCRL6	na	0.013431305	
PLIN1	na	0.013423896	
PRB2	na	0.01342217	
RN7SL91P	na	0.013420024	
NPR2	na	0.013419532	
GSTT2B	na	0.013418649	
LINC01141	na	0.013417496	
AL445524.1	na	0.013403532	
AC138207.1	na	0.0133937765	
ATPAF1	na	0.013392299	
APOOP3	na	0.013387519	
AL391883.1	na	0.013379791	
LINGO2	na	0.01337644	
PCNT	na	0.01337267	
AL110505.1	na	0.013371786	
PTGES2	na	0.01337172	
C19orf66	na	0.013367265	
TSPAN32	na	0.013358577	
AL139415.1	na	0.013354352	
RAB15	na	0.013349893	
NTHL1	na	0.013341181	
RAB11AP1	na	0.01333884	
FAM201A	na	0.013338431	
AL391730.1	na	0.0133382445	
AL591479.1	na	0.013333922	
HIST1H2BB	na	0.013329647	
ZNF324B	na	0.013327597	
LINC01991	na	0.013327499	
C2orf69	na	0.013316705	
FLJ40194	na	0.013312694	
AL353148.1	na	0.013307798	
ORAI2	na	0.013293841	
ARHGEF7-IT1	na	0.013292375	
AFG3L2P1	na	0.013281439	
TEN1	na	0.013277123	
MEI1	na	0.013275226	
PRAMEF34P	na	0.013273216	
ARHGAP4	na	0.013268167	
MRPL46	na	0.013267878	
AC011373.1	na	0.013267707	
COPS6	na	0.013266467	
AC126121.1	na	0.013261294	
AC011525.2	na	0.013251224	
FCGR3B	na	0.013246551	
GLIPR1L2	na	0.013243931	
TUSC8	na	0.0132419355	
AC005774.1	na	0.013230462	
DBX2	na	0.013228211	
AC148477.8	na	0.013224133	
AP005264.7	na	0.013222959	
PAPSS1	na	0.013217865	
AL391987.6	na	0.013217037	
P4HA3-AS1	na	0.013215312	
GINM1	na	0.013210224	
AL360089.1	na	0.013209967	
AP001781.1	na	0.013191141	
AC103563.6	na	0.013190922	
STRIP1	na	0.0131902555	
AP000808.2	na	0.013183579	
AC079602.3	na	0.013177422	
AUNIP	na	0.013175712	
TOX4	na	0.013173877	
GLUD2	na	0.013172898	
DDX23	na	0.01316729	
AP003059.1	na	0.01316207	
RNA5SP199	na	0.013161156	
RNU6-287P	na	0.013158657	
ECH1	na	0.013153532	
AC092296.2	na	0.013152699	
POM121L10P	na	0.013145297	
RNU4-82P	na	0.01313394	
LINC01672	na	0.013131244	
SERF1B	na	0.013129115	
TMEM251P1	na	0.013128876	
AC245100.1	na	0.013127709	
NKAP	na	0.0131235635	
FAM86C2P	na	0.01312326	
TUBBP6	na	0.013122996	
FAM183BP	na	0.0131194405	
DNASE1L3	na	0.0131180305	
LRRC2-AS1	na	0.013116384	
EGOT	na	0.013114329	
AC107294.1	na	0.013107524	
UQCC3	na	0.013105679	
JAKMIP3	na	0.013101425	
PEX16	na	0.013098686	
SGSM2	na	0.013094078	
SHQ1	na	0.013090559	
MUSTN1	na	0.013089926	
ARL11	na	0.01308665	
HSBP1P1	na	0.013084822	
MYL12B	na	0.013083923	
AC007375.2	na	0.013071806	
AC087203.3	na	0.01306672	
CASC1	na	0.013063744	
AL592114.1	na	0.013058486	
RNA5SP181	na	0.0130522745	
HRAS	na	0.013051739	
CHST8	na	0.013050453	
IGHJ2P	na	0.0130473925	
CALU	na	0.013047315	
AL133271.1	na	0.013046653	
TMPRSS11B	na	0.0130413715	
ZNF608	na	0.0130397985	
LMNB2	na	0.013038304	
AP002884.1	na	0.013027707	
HRAT5	na	0.0130239595	
AGPS	na	0.013014754	
AC005703.5	na	0.013013682	
AL731532.2	na	0.01300696	
RNU6-1276P	na	0.013004923	
LINC01460	na	0.013004671	
AL583835.2	na	0.013003177	
HOTTIP	na	0.01300162	
AC011921.2	na	0.012997472	
ATG16L1	na	0.012996947	
GPN3P1	na	0.012993956	
TSKU	na	0.012993647	
ST6GALNAC1	na	0.012993072	
EBP	na	0.012985033	
RNA5SP27	na	0.01298197	
RN7SL650P	na	0.012977418	
AL627230.2	na	0.01297658	
MICALL2	na	0.01297374	
COL9A2	na	0.012971372	
AC025458.1	na	0.012967368	
ZNRD1	na	0.012962011	
TRG-AS1	na	0.012961468	
AF279873.1	na	0.012947157	
VIM-AS1	na	0.012935983	
LDHBP1	na	0.012935603	
MAP7D3	na	0.012933054	
LGALS9C	na	0.012932434	
AC012213.4	na	0.012929383	
AC131902.2	na	0.012929091	
RN7SL135P	na	0.012917101	
SMURF2P1	na	0.012913579	
EEF1A1P39	na	0.0129129505	
SMYD4	na	0.012902423	
MTDHP4	na	0.012901961	
AL139423.1	na	0.012901145	
NTF3	na	0.012890045	
CES1P1	na	0.0128889475	
OPCML-IT1	na	0.01287246	
AL136018.1	na	0.012866177	
AC104237.3	na	0.012863933	
AC116312.1	na	0.012860402	
RPL7P45	na	0.012860204	
ZGPAT	na	0.012850781	
AC026904.1	na	0.012846308	
TAAR9	na	0.012844015	
AC133552.3	na	0.012838048	
SLC22A23	na	0.012836056	
BNIP3P39	na	0.012834869	
AL049737.1	na	0.012833264	
FAT2	na	0.012832462	
CHCHD3P2	na	0.012829499	
AC138965.3	na	0.012827646	
OR14C36	na	0.012825263	
AC016598.2	na	0.012824222	
GLOD4	na	0.012824211	
LIAS	na	0.012822759	
CLDN18	na	0.012820589	
P3H1	na	0.012818796	
MIR217	na	0.012817473	
ALDH4A1	na	0.012816606	
DDX50P2	na	0.012816288	
AL158055.1	na	0.012816197	
SLC36A4	na	0.012815494	
PPP1R36	na	0.012810831	
AC022211.2	na	0.012809691	
KCNN4	na	0.012796993	
SLC35G5	na	0.012792087	
AL139039.1	na	0.012790659	
RGL3	na	0.012789982	
HRK	na	0.0127880275	
GGTLC1	na	0.012787288	
AL353747.3	na	0.01278623	
HNRNPA3P5	na	0.0127846515	
DLGAP3	na	0.012777905	
GALM	na	0.012777669	
PSMD2	na	0.0127759455	
FABP9	na	0.012773301	
RAB28P1	na	0.01276486	
ITPR3	na	0.01275274	
OR5J2	na	0.012741821	
HLA-K	na	0.0127399275	
C1orf210	na	0.012735171	
AMYP1	na	0.012732844	
MIR4281	na	0.012723201	
TUBA1A	na	0.01271735	
AC087501.4	na	0.012715009	
IGSF10	na	0.012713737	
AC243836.1	na	0.012709226	
AC009506.1	na	0.012707902	
BPIFB6	na	0.012704251	
AC073172.2	na	0.012704076	
FCAMR	na	0.012693051	
AL592463.1	na	0.012692939	
AC114755.5	na	0.012690573	
ARPC3P2	na	0.012688847	
AL591686.1	na	0.012687501	
SPAG5	na	0.012687418	
PRAMEF7	na	0.012680525	
PEX14	na	0.012671317	
ATP1A3	na	0.012671058	
RNU6-279P	na	0.01266424	
ZSCAN25	na	0.012659385	
AC104784.1	na	0.0126535185	
AL592546.1	na	0.01265237	
AC087521.1	na	0.012650129	
AC091925.1	na	0.012645728	
RNU6-1149P	na	0.012644415	
AC245041.1	na	0.012643385	
C1orf198	na	0.012641539	
RPL22P19	na	0.012627402	
PRKAG3	na	0.012626084	
AL592435.1	na	0.0126063	
AC234644.1	na	0.0126045	
LINC01713	na	0.01260356	
SRSF6	na	0.01260019	
CNOT7	na	0.012598692	
SLC9B2	na	0.012595587	
AC004865.2	na	0.012594605	
LSP1	na	0.012583119	
NPM1P52	na	0.012582632	
AP000880.1	na	0.012582436	
CSF3	na	0.012580517	
KRTAP1-1	na	0.012575252	
TULP1	na	0.012569994	
PPIAP34	na	0.012566466	
AL953897.1	na	0.012564314	
DDTP1	na	0.012563645	
AC006978.1	na	0.0125609	
AC026765.1	na	0.012556465	
DOHH	na	0.012555657	
AP001092.1	na	0.012555407	
NES	na	0.012548241	
GNG11	na	0.0125413835	
UBE2O	na	0.012540408	
AL109810.1	na	0.012537253	
MIR4783	na	0.012527761	
MSRB1	na	0.0125240665	
AC079834.2	na	0.012519613	
AL357143.1	na	0.012516375	
TMEM105	na	0.012513823	
SNORD115-43	na	0.01251313	
AP000439.4	na	0.012511884	
RN7SL291P	na	0.012510256	
PPP1R2C	na	0.012509793	
AC002996.1	na	0.012507806	
LINC02259	na	0.012503341	
AC010168.1	na	0.012502869	
MIR4455	na	0.012499487	
DUSP5P1	na	0.012493227	
AL645733.1	na	0.012492366	
AC067904.1	na	0.0124919675	
MIR6790	na	0.012487669	
MTND4P27	na	0.012480464	
LINC01797	na	0.012475088	
NARSP2	na	0.012474785	
HSPA4	na	0.012468573	
DENND1C	na	0.012463946	
TMED7	na	0.012460624	
RN7SL304P	na	0.012457136	
AC067942.3	na	0.012451927	
RN7SL162P	na	0.012448124	
LINC00652	na	0.012448	
RNU6-136P	na	0.012447154	
RN7SL332P	na	0.0124469455	
EIF2B4	na	0.012445394	
PSMA2P3	na	0.012443382	
AC093157.2	na	0.012438755	
KDM2A	na	0.012438495	
LINC01850	na	0.012431497	
UQCRH	na	0.012429983	
FAM219B	na	0.012423626	
RN7SKP221	na	0.012422618	
RPL35AP30	na	0.012422582	
VPS72	na	0.012422097	
REXO2	na	0.0124181695	
DEFB4A	na	0.012416985	
FP475955.4	na	0.012416807	
RNU7-143P	na	0.012409188	
SDHA	na	0.012405973	
TSPAN7	na	0.012396856	
NUDT19P5	na	0.012396548	
MIR3672	na	0.0123951575	
AC113347.3	na	0.012389154	
NPRL2	na	0.012388494	
NR0B1	na	0.012387739	
MYD88	na	0.012386757	
SNORA50D	na	0.012379065	
AC091563.1	na	0.012375193	
GGT2	na	0.012374894	
AC022092.1	na	0.012374764	
AP001889.1	na	0.012368198	
AC079414.2	na	0.01236143	
AL356276.2	na	0.012359483	
RPSAP10	na	0.012357906	
ABCE1	na	0.01235584	
BTG3	na	0.012353944	
RPL7P55	na	0.012353818	
PUS1	na	0.01235135	
AC026316.2	na	0.012348592	
CBX8	na	0.012346156	
RN7SL454P	na	0.0123426	
AC069120.1	na	0.0123420395	
AL683826.1	na	0.012334978	
RPL7P3	na	0.012329206	
AC139495.1	na	0.012326617	
KRT18P45	na	0.012326083	
AC010616.1	na	0.0123242475	
CALML5	na	0.012324015	
AF127577.4	na	0.012322048	
PPP2R3C	na	0.012321703	
AC244452.1	na	0.012320901	
OR7E19P	na	0.012318138	
HTR5A-AS1	na	0.012309192	
LINC02205	na	0.012309107	
RNU6-290P	na	0.012305333	
TRIB1	na	0.012303818	
AL356488.3	na	0.0123006385	
AC012512.1	na	0.012300535	
GHR	na	0.012295724	
BTNL2	na	0.012294392	
KRT18P32	na	0.012293581	
FRG2KP	na	0.012292541	
RN7SL189P	na	0.012281326	
RACGAP1P	na	0.012276199	
PPIAP88	na	0.012259745	
TPGS1	na	0.012259199	
VN2R9P	na	0.01225573	
AL121994.1	na	0.01225343	
ALK	na	0.012252868	
CHCHD2P7	na	0.0122524975	
RN7SL214P	na	0.012240188	
AL645922.1	na	0.012235943	
LINC01484	na	0.012235901	
PTCH2	na	0.01223	
APBB3	na	0.012228148	
FAM110B	na	0.012222725	
AL121757.2	na	0.012218324	
AL591468.1	na	0.012216852	
ADAM22	na	0.012209489	
